,Threshold,Connected_components,Largest_component
0,0.1,2979.0,22860.0
1,0.14444444444444446,3448.0,22334.0
2,0.18888888888888888,4292.0,21331.0
3,0.23333333333333334,5542.0,19776.0
4,0.2777777777777778,7259.0,17251.0
5,0.32222222222222224,9337.0,13735.0
6,0.3666666666666667,11600.0,8741.0
7,0.4111111111111111,13976.0,2517.0
8,0.4555555555555556,15948.0,132.0
9,0.5,17698.0,52.0
