,Threshold,Connected_components,Largest_component
0,0.15,89.0,25788.0
1,0.18888888888888888,665.0,25179.0
2,0.22777777777777777,2856.0,22794.0
3,0.26666666666666666,7507.0,17347.0
4,0.3055555555555556,13298.0,9960.0
5,0.34444444444444444,18305.0,2971.0
6,0.3833333333333333,21486.0,193.0
7,0.4222222222222223,23366.0,49.0
8,0.46111111111111114,24431.0,30.0
9,0.5,25001.0,22.0
