,Threshold,Connected_components,Largest_component
0,0.8,122.0,25747.0
1,0.8250000000000001,619.0,25221.0
2,0.8500000000000001,3027.0,22703.0
3,0.875,10406.0,14772.0
4,0.9,20387.0,3859.0
