,Degree
2996,3
2997,28
2998,29
2999,10
3000,6
3001,56
3002,45
3003,12
3004,10
3005,13
3006,9
3007,8
3008,122
3009,16
3010,74
3011,17
3012,23
3013,5
3014,94
3015,13
3016,17
3017,12
3018,6
3019,47
3020,7
3021,6
3022,8
3023,14
3024,6
3025,7
3026,25
3027,12
3028,11
3029,17
3030,6
3031,33
3032,9
3033,7
3034,7
3035,7
3036,16
3037,14
3038,28
3039,17
3040,234
3041,7
3042,21
3043,12
3044,16
3045,9
3046,8
3047,73
3048,3
3049,37
3050,37
3051,15
3052,27
3053,64
3054,6
3055,10
3056,11
3057,14
3058,7
3059,8
3060,4
3061,44
3062,16
3063,15
3064,63
3065,33
3066,7
3067,5
3068,7
3069,5
3070,8
3071,51
3072,6
3073,8
3074,10
3075,9
3076,25
3077,12
3078,13
3079,12
3080,6
3081,30
3082,3
3083,7
3084,16
3085,19
3086,15
3087,4
3088,8
3089,8
3090,4
3091,13
3092,15
3093,9
3094,14
3095,14
3096,8
3097,12
3098,5
3099,17
3100,5
3101,10
3102,4
3103,6
3104,6
3105,8
3106,164
3107,6
3108,62
3109,5
3110,16
3111,38
3112,13
3113,11
3114,20
3115,11
3116,824
3117,7
3118,8
3119,3
3120,5
3121,18
3122,120
3123,33
3124,9
3125,9
3126,15
3127,22
3128,4
3129,11
3130,5
3131,10
3132,19
3133,6
3134,7
3135,15
3136,4
3137,20
3138,10
3139,12
3140,3
3141,7
3142,5
3143,121
3144,12
3145,39
3146,7
3147,5
3148,15
3149,38
3150,6
3151,19
3152,13
3153,11
3154,15
3155,13
3156,9
3157,13
3158,17
3159,18
3160,17
3161,8159
3162,15
3163,20
3164,10
3165,8
3166,22
3167,19
3168,24
3169,8
3170,7
3171,33
3172,8
3173,3
3174,6
3175,31
3176,8
3177,4
3178,8
3179,7
3180,24
3181,243
3182,26
3183,6
3184,7
3185,5
3186,3
3187,18
3188,11
3189,26
3190,125
3191,5
3192,5
3193,16
3194,8
3195,17
3196,11
3197,6
3198,13
3199,8
3200,9
3201,5
3202,12
3203,21
3204,22
3205,5
3206,16
3207,13
3208,25
3209,5
3210,21
3211,9
3212,18
3213,43
3214,210
3215,5
3216,5
3217,4
3218,14
3219,3
3220,6
3221,11
3222,5
3223,4
3224,11
3225,93
3226,35
3227,6
3228,6
3229,47
3230,32
3231,11
3232,4
3233,5
3234,10
3235,5
3236,6
3237,17
3238,24
3239,14
3240,28
3241,6
3242,31
3243,13
3244,14
3245,20
3246,4
3247,6
3248,8
3249,10
3250,6
3251,5
3252,8
3253,20
3254,4
3255,33
3256,9
3257,6
3258,118
3259,415
3260,6
3261,11
3262,15
3263,12
3264,10
3265,63
3266,18
3267,15
3268,33
3269,15
3270,17
3271,10
3272,9
3273,51
3274,19
3275,16
3276,9
3277,22
3278,7
3279,34
3280,24887
3281,3
3282,10
3283,4
3284,3
3285,10
3286,25
3287,4
3288,8
3289,13
3290,3
3291,4
3292,7
3293,10
3294,7
3295,6
3296,12
3297,5
3298,34
3299,31
3300,7
3301,10
3302,8
3303,39
3304,70
3305,10
3306,43
3307,20
3308,23
3309,6
3310,25
3311,16
3312,3
3313,21
3314,4
3315,5
3316,7
3317,39
3318,97
3319,7
3320,20
3321,35
3322,8
3323,10
3324,7
3325,28
3326,14
3327,5
3328,43
3329,10
3330,8
3331,19
3332,14
3333,11
3334,15
3335,10
3336,9
3337,36
3338,7
3339,9
3340,6
3341,33
3342,19
3343,17
3344,37
3345,17
3346,26
3347,9
3348,11
3349,14
3350,10
3351,35
3352,21
3353,4
3354,59
3355,21
3356,110
3357,11
3358,24
3359,7
3360,3
3361,23
3362,10
3363,130
3364,5
3365,26
3366,63
3367,142
3368,28
3369,9
3370,70
3371,4
3372,12
3373,3
3374,14
3375,11
3376,9
3377,4
3378,7
3379,10
3380,4
3381,14
3382,35
3383,7
3384,7
3385,121
3386,7
3387,9
3388,7
3389,11
3390,11
3391,10
3392,9
3393,6
3394,23
3395,11
3396,13
3397,7
3398,9
3399,12
3400,21
3401,13
3402,14
3403,12
3404,9
3405,18
3406,10
3407,12
3408,5
3409,13
3410,6
3411,50
3412,74
3413,27
3414,12
3415,65
3416,6
3417,6
3418,20
3419,32
3420,9
3421,3
3422,4
3423,16
3424,14
3425,483
3426,10
3427,19
3428,12
3429,10
3430,17
3431,24
3432,21
3433,7
3434,25
3435,39
3436,7
3437,6
3438,9
3439,21
3440,13
3441,8
3442,14
3443,6
3444,12
3445,10
3446,23
3447,6
3448,10
3449,7
3450,15
3451,9
3452,24
3453,10
3454,20
3455,13
3456,8
3457,11
3458,6
3459,3
3460,20
3461,4
3462,10
3463,14
3464,20
3465,5
3466,257
3467,5
3468,27
3469,12
3470,64
3471,6
3472,5
3473,22
3474,9
3475,12
3476,6
3477,88
3478,4
3479,6
3480,25
3481,27
3482,20
3483,5
3484,27
3485,4
3486,4
3487,16
3488,13
3489,29
3490,8
3491,7
3492,23
3493,149
3494,6
3495,5
3496,12
3497,23
3498,26
3499,12
3500,17
3501,9
3502,10
3503,10
3504,23
3505,3
3506,9
3507,33
3508,7
3509,13
3510,19
3511,20
3512,1767
3513,7
3514,51
3515,8
3516,14
3517,35
3518,12
3519,17
3520,200
3521,39
3522,4
3523,9
3524,11
3525,23
3526,33
3527,14
3528,23
3529,9
3530,4
3531,6
3532,13
3533,5
3534,9
3535,9
3536,14
3537,11
3538,30
3539,68
3540,49
3541,9747
3542,32
3543,21
3544,36
3545,23
3546,12
3547,5
3548,7
3549,15
3550,14
3551,21
3552,13
3553,8
3554,6
3555,11
3556,22
3557,13
3558,3
3559,6
3560,7
3561,43
3562,10
3563,14
3564,5
3565,21
3566,12
3567,55
3568,11
3569,7
3570,4
3571,6
3572,15
3573,12
3574,21
3575,7
3576,20
3577,8
3578,13
3579,21
3580,5
3581,43
3582,20
3583,6
3584,14
3585,41
3586,22
3587,6
3588,10
3589,22
3590,18
3591,17
3592,23
3593,10
3594,41
3595,20
3596,8
3597,71
3598,4
3599,7
3600,4
3601,16
3602,5
3603,14
3604,13
3605,48
3606,23
3607,18
3608,8
3609,19
3610,47
3611,10
3612,20
3613,87
3614,16
3615,6
3616,48
3617,38
3618,10
3619,5492
3620,8
3621,6
3622,14
3623,26
3624,26
3625,4
3626,27
3627,5
3628,11
3629,112
3630,11
3631,11
3632,11
3633,12
3634,12
3635,5
3636,4514
3637,10
3638,5
3639,10
3640,11
3641,18
3642,11
3643,7
3644,3
3645,7
3646,22
3647,5
3648,12
3649,7
3650,11
3651,15
3652,19
3653,8
3654,25
3655,12
3656,11
3657,45
3658,9
3659,7
3660,43
3661,14
3662,9
3663,8
3664,7
3665,65
3666,11
3667,8
3668,15
3669,27
3670,16
3671,58
3672,11
3673,3
3674,8
3675,12
3676,14
3677,9
3678,7
3679,44
3680,22
3681,14
3682,24
3683,11
3684,73
3685,7
3686,45
3687,6
3688,15
3689,68
3690,8
3691,6
3692,3
3693,7
3694,28
3695,32
3696,21
3697,9
3698,48
3699,7
3700,7
3701,325
3702,26
3703,5
3704,120
3705,11
3706,12
3707,4
3708,10
3709,54
3710,4
3711,4
3712,13
3713,5
3714,15
3715,5
3716,7
3717,3
3718,25
3719,16
3720,32
3721,26
3722,7
3723,9
3724,9
3725,3
3726,6
3727,25
3728,6
3729,26
3730,8
3731,5
3732,94
3733,10
3734,5
3735,5
3736,8
3737,18
3738,4
3739,43
3740,15
3741,5
3742,30
3743,10
3744,4
3745,10
3746,18
3747,11
3748,10
3749,17
3750,16
3751,28
3752,10
3753,9
3754,27
3755,18
3756,22
3757,95
3758,11
3759,12
3760,7
3761,19
3762,40
3763,23
3764,6
3765,4
3766,14
3767,11
3768,18
3769,7
3770,11
3771,19
3772,3
3773,4
3774,20
3775,8
3776,10
3777,61
3778,9
3779,604
3780,13
3781,12
3782,19
3783,6
3784,39
3785,5
3786,6
3787,6
3788,22
3789,10
3790,20
3791,27
3792,24
3793,22
3794,12
3795,10
3796,28
3797,14
3798,24
3799,24
3800,10
3801,11
3802,6
3803,29
3804,11
3805,16
3806,7
3807,6
3808,30
3809,16
3810,253
3811,9
3812,1383
3813,10
3814,4
3815,11
3816,14
3817,9
3818,6
3819,8
3820,29
3821,12
3822,11
3823,174
3824,32
3825,38
3826,8
3827,26
3828,21
3829,13
3830,8
3831,276
3832,8
3833,8
3834,3
3835,10
3836,15
3837,45
3838,11
3839,125
3840,17
3841,20
3842,6
3843,14
3844,5
3845,6
3846,21
3847,40
3848,27
3849,8
3850,42
3851,225
3852,6
3853,4
3854,10
3855,44
3856,9
3857,13
3858,13
3859,8
3860,7
3861,8
3862,4
3863,6
3864,3
3865,4
3866,11
3867,11
3868,9
3869,18
3870,7
3871,23
3872,28
3873,3
3874,6
3875,12
3876,40
3877,26
3878,12
3879,50
3880,8
3881,28
3882,51
3883,7
3884,24
3885,17
3886,58
3887,50
3888,11
3889,48
3890,16
3891,26
3892,9
3893,25
3894,3
3895,10
3896,9
3897,3
3898,56
3899,19
3900,8
3901,10
3902,20
3903,19
3904,107
3905,5
3906,13
3907,20
3908,18
3909,17
3910,16
3911,31
3912,10
3913,11
3914,10
3915,28
3916,14
3917,7
3918,17
3919,5
3920,18
3921,4
3922,24
3923,4
3924,11
3925,67
3926,4
3927,19
3928,9
3929,2041
3930,8
3931,14
3932,17
3933,21
3934,7
3935,7
3936,9
3937,17
3938,28
3939,7
3940,21
3941,6
3942,11
3943,11
3944,15
3945,5
3946,82
3947,5
3948,6
3949,4
3950,12
3951,10
3952,27
3953,52
3954,34
3955,4
3956,17
3957,8
3958,12
3959,8
3960,10
3961,9
3962,4
3963,8
3964,13
3965,8
3966,10
3967,6
3968,3
3969,44
3970,4
3971,11
3972,8
3973,12
3974,11
3975,6
3976,21
3977,22
3978,8
3979,5
3980,15
3981,27
3982,27
3983,5
3984,177
3985,13
3986,8
3987,4
3988,6
3989,4
3990,22
3991,14
3992,54
3993,6
3994,62
3995,7
3996,5
3997,14
3998,61
3999,9
4000,12
4001,7
4002,12
4003,22
4004,25
4005,33
4006,16
4007,11
4008,14
4009,27
4010,4
4011,15
4012,8
4013,19
4014,2
4015,10
4016,42
4017,55
4018,10
4019,11
4020,14
4021,18
4022,23
4023,9
4024,103
4025,5
4026,55
4027,48
4028,8
4029,892
4030,15
4031,11
4032,209
4033,7
4034,6
4035,12
4036,6
4037,5
4038,29
4039,10
4040,4
4041,5
4042,4
4043,24
4044,28
4045,27
4046,6
4047,6
4048,14
4049,9
4050,14
4051,91
4052,13
4053,5438
4054,5
4055,50
4056,36
4057,16
4058,26
4059,25
4060,7
4061,28
4062,20
4063,22
4064,6
4065,189
4066,7
4067,19
4068,48
4069,9
4070,21
4071,19
4072,3
4073,7
4074,10
4075,3
4076,4
4077,49
4078,6
4079,547
4080,40
4081,44
4082,6
4083,7
4084,21
4085,20
4086,13
4087,7
4088,6
4089,6
4090,5
4091,9
4092,6
4093,10
4094,14
4095,12
4096,21
4097,5
4098,2826
4099,50
4100,11
4101,13
4102,20
4103,3
4104,3
4105,5
4106,20
4107,7
4108,10
4109,10
4110,19
4111,40
4112,8
4113,34
4114,11
4115,5
4116,14
4117,92
4118,22
4119,8
4120,99
4121,200
4122,38
4123,4
4124,10
4125,31
4126,11
4127,448
4128,7
4129,8
4130,26
4131,43
4132,19
4133,8
4134,14
4135,7
4136,7
4137,211
4138,20
4139,17
4140,7
4141,11
4142,5
4143,16
4144,13
4145,5
4146,26
4147,14
4148,12
4149,20
4150,23
4151,15
4152,16
4153,33
4154,9
4155,10
4156,9
4157,22
4158,15
4159,14
4160,12
4161,9
4162,6
4163,5
4164,3
4165,19
4166,13
4167,7
4168,18
4169,6
4170,16
4171,5
4172,14
4173,35
4174,6
4175,5
4176,10
4177,15
4178,165
4179,8
4180,9
4181,7
4182,6
4183,11
4184,9
4185,9
4186,15
4187,35
4188,6
4189,10
4190,11
4191,31
4192,377
4193,29
4194,52
4195,7
4196,5
4197,6
4198,34
4199,7
4200,28
4201,4
4202,7
4203,13
4204,5
4205,23
4206,15
4207,6
4208,6
4209,4
4210,13
4211,12
4212,12
4213,6
4214,29
4215,3
4216,10
4217,26
4218,9
4219,7
4220,5
4221,17
4222,4
4223,41
4224,3
4225,13
4226,16
4227,17
4228,11
4229,80
4230,5
4231,7
4232,7
4233,10
4234,13
4235,12
4236,8
4237,8
4238,19
4239,7
4240,8
4241,4
4242,23
4243,14
4244,77
4245,17
4246,17
4247,4
4248,26
4249,6
4250,31
4251,20
4252,5
4253,18
4254,86
4255,9
4256,6
4257,9
4258,31
4259,4
4260,7
4261,19
4262,19
4263,86
4264,7
4265,11
4266,40
4267,21
4268,18
4269,104
4270,7
4271,483
4272,85
4273,7
4274,57
4275,6
4276,54
4277,19
4278,40
4279,12
4280,16
4281,12
4282,11
4283,2
4284,10
4285,5
4286,7
4287,21
4288,5
4289,10
4290,6
4291,67
4292,28
4293,9
4294,5
4295,19
4296,6
4297,3
4298,26
4299,9
4300,49
4301,21
4302,61
4303,6
4304,15
4305,6
4306,4
4307,11
4308,8
4309,19
4310,17
4311,22
4312,184
4313,22
4314,20
4315,46
4316,10
4317,7
4318,108
4319,22
4320,9
4321,33
4322,32
4323,15
4324,12
4325,46
4326,8
4327,10
4328,8
4329,8
4330,18
4331,15
4332,17
4333,6
4334,115
4335,11
4336,12
4337,8
4338,7
4339,7
4340,22
4341,21
4342,10
4343,35
4344,53
4345,7
4346,4
4347,60
4348,8
4349,3
4350,7
4351,22
4352,9
4353,5
4354,19
4355,6
4356,11
4357,11
4358,26
4359,38
4360,18
4361,5
4362,21
4363,13
4364,16
4365,11
4366,4
4367,8
4368,107
4369,8
4370,12
4371,25
4372,19
4373,562
4374,31
4375,7
4376,7
4377,4
4378,31
4379,6
4380,8
4381,9
4382,14
4383,26
4384,69
4385,12
4386,20
4387,61
4388,8
4389,34
4390,31
4391,9
4392,17
4393,5
4394,12
4395,11
4396,17
4397,45
4398,395
4399,13
4400,8
4401,18
4402,6
4403,4
4404,75
4405,19
4406,16
4407,73
4408,13
4409,18
4410,16
4411,76
4412,6
4413,7
4414,41
4415,21
4416,17
4417,36
4418,27
4419,11
4420,6
4421,106
4422,6
4423,7
4424,6
4425,11
4426,4
4427,27
4428,25
4429,8
4430,3
4431,9
4432,12
4433,22
4434,9
4435,31
4436,27
4437,180
4438,12
4439,24
4440,15
4441,145
4442,14
4443,49
4444,22
4445,19
4446,10
4447,3
4448,34
4449,12
4450,1434
4451,4
4452,15
4453,9
4454,42
4455,47
4456,28
4457,12
4458,20
4459,11
4460,6
4461,17
4462,12
4463,53
4464,12
4465,8
4466,9
4467,30
4468,9
4469,9
4470,5
4471,15
4472,43
4473,12
4474,12
4475,6
4476,4
4477,23
4478,6
4479,51
4480,4
4481,29
4482,44
4483,6
4484,34
4485,8
4486,7
4487,21
4488,39
4489,59
4490,6
4491,46
4492,5
4493,9
4494,17
4495,5
4496,10
4497,13
4498,7
4499,20
4500,5
4501,10
4502,9
4503,6
4504,134
4505,67
4506,20
4507,8
4508,76
4509,26
4510,11
4511,13
4512,13
4513,7
4514,10
4515,9
4516,15
4517,7
4518,5
4519,21
4520,20
4521,35
4522,13
4523,7
4524,4
4525,8
4526,11
4527,19
4528,39
4529,284
4530,48
4531,5
4532,7
4533,34
4534,14
4535,39
4536,13
4537,6
4538,8
4539,6
4540,16
4541,25
4542,12
4543,16
4544,20
4545,10
4546,9
4547,16
4548,107
4549,34
4550,7
4551,5
4552,37
4553,9
4554,4
4555,8
4556,10
4557,9
4558,6
4559,111
4560,49
4561,5
4562,27
4563,7
4564,19
4565,7
4566,8
4567,10
4568,1428
4569,6
4570,6
4571,13
4572,11
4573,7
4574,6
4575,5
4576,15
4577,16
4578,14
4579,20
4580,10
4581,6
4582,22
4583,22
4584,9
4585,4
4586,23
4587,13
4588,8
4589,7
4590,61
4591,19
4592,25
4593,15
4594,100
4595,32
4596,20
4597,10
4598,4
4599,12
4600,59
4601,6
4602,18
4603,168
4604,20
4605,8
4606,3
4607,8
4608,16
4609,5
4610,5
4611,6
4612,4
4613,6
4614,3
4615,38
4616,17
4617,15
4618,27
4619,20
4620,6
4621,9
4622,16
4623,5
4624,9
4625,18
4626,8
4627,8
4628,24
4629,10
4630,7
4631,3
4632,57
4633,40
4634,5
4635,17
4636,75
4637,120
4638,10
4639,6
4640,5
4641,79
4642,20
4643,6
4644,41
4645,16
4646,10
4647,8
4648,16
4649,30
4650,43
4651,15
4652,18
4653,5
4654,63
4655,60
4656,18
4657,10
4658,5
4659,9
4660,17
4661,22
4662,7
4663,23
4664,52
4665,9
4666,7
4667,15
4668,22
4669,23
4670,16
4671,22
4672,15
4673,12
4674,14
4675,17
4676,4
4677,15
4678,9
4679,16
4680,6
4681,11
4682,10
4683,23
4684,4
4685,7
4686,4
4687,9
4688,12
4689,52
4690,31
4691,6
4692,8
4693,18
4694,23
4695,11
4696,15
4697,9
4698,6
4699,6
4700,10
4701,75
4702,6
4703,6
4704,18
4705,11
4706,6
4707,40
4708,13
4709,21
4710,24
4711,11
4712,4
4713,6
4714,10
4715,15
4716,19
4717,79
4718,29
4719,13
4720,12
4721,7
4722,45
4723,9
4724,16
4725,4
4726,44
4727,9
4728,9
4729,16
4730,10
4731,29
4732,15
4733,4
4734,3
4735,62
4736,13
4737,7
4738,4
4739,9
4740,5
4741,10
4742,27
4743,8
4744,22
4745,24
4746,7
4747,6
4748,14
4749,11
4750,9
4751,7
4752,5
4753,8
4754,7
4755,17
4756,15
4757,30
4758,6
4759,7
4760,13
4761,14
4762,16
4763,54
4764,38
4765,12
4766,21
4767,15
4768,10
4769,279
4770,9
4771,17
4772,46
4773,30
4774,5
4775,25
4776,6
4777,8
4778,37
4779,30
4780,13
4781,19
4782,20
4783,41
4784,28
4785,138
4786,24
4787,8
4788,5
4789,6
4790,29
4791,7
4792,17
4793,4
4794,7
4795,11
4796,4
4797,7
4798,29
4799,33
4800,13
4801,11
4802,16
4803,29
4804,40
4805,18
4806,14
4807,42
4808,5
4809,4
4810,7
4811,3
4812,15
4813,29
4814,12
4815,13
4816,7
4817,5
4818,9
4819,22
4820,8
4821,12
4822,23
4823,16
4824,30
4825,36
4826,24
4827,3
4828,12
4829,1194
4830,7
4831,10
4832,9
4833,15
4834,4
4835,60
4836,5
4837,6
4838,22
4839,6
4840,17
4841,13
4842,16
4843,8
4844,4
4845,10
4846,101
4847,5
4848,4
4849,10
4850,9
4851,70
4852,13
4853,8
4854,9
4855,5
4856,17
4857,4
4858,75
4859,7
4860,52
4861,7
4862,15
4863,6
4864,7
4865,6
4866,31
4867,11
4868,6
4869,4
4870,44
4871,11
4872,20
4873,20
4874,8
4875,3
4876,7
4877,52
4878,4
4879,6
4880,12
4881,12
4882,15
4883,12
4884,15
4885,14
4886,38
4887,115
4888,14
4889,34
4890,12
4891,28
4892,13
4893,5
4894,22
4895,8
4896,16
4897,51
4898,14
4899,14
4900,12
4901,15
4902,24
4903,164
4904,16
4905,33
4906,27
4907,13
4908,708
4909,183
4910,15
4911,3
4912,15
4913,23
4914,11
4915,18
4916,39
4917,4
4918,11
4919,149
4920,17
4921,15
4922,28
4923,17
4924,23
4925,9
4926,11
4927,11
4928,77
4929,4
4930,86
4931,19
4932,9
4933,9
4934,40
4935,9
4936,20
4937,12
4938,7
4939,6
4940,23
4941,42
4942,188
4943,22
4944,22
4945,13
4946,7
4947,9
4948,10
4949,7
4950,7
4951,3
4952,46
4953,14
4954,4
4955,25
4956,17
4957,15
4958,1371
4959,6
4960,25
4961,12
4962,5
4963,9
4964,12
4965,32
4966,8
4967,5
4968,7
4969,5
4970,2084
4971,8
4972,4
4973,7
4974,4
4975,8
4976,1981
4977,10
4978,8
4979,8
4980,7
4981,5
4982,25
4983,15
4984,18
4985,40
4986,14
4987,21
4988,27
4989,34
4990,34
4991,13
4992,6
4993,6
4994,5
4995,4879
4996,25
4997,30
4998,8
4999,5
5000,7
5001,5
5002,40
5003,5
5004,10
5005,17
5006,71
5007,56
5008,9
5009,4
5010,9
5011,19
5012,14
5013,15
5014,13
5015,20
5016,6
5017,5
5018,6
5019,35
5020,6
5021,9
5022,6
5023,8
5024,18
5025,5
5026,41
5027,26
5028,22
5029,7
5030,14
5031,55
5032,4
5033,11
5034,132
5035,9
5036,11
5037,26
5038,16
5039,40
5040,5
5041,25
5042,8
5043,15
5044,28
5045,6
5046,7
5047,7
5048,16
5049,20
5050,6
5051,46
5052,12
5053,313
5054,7
5055,3
5056,6
5057,6
5058,50
5059,19
5060,12
5061,7
5062,5
5063,11
5064,11
5065,8
5066,13
5067,11
5068,7
5069,8
5070,6
5071,11
5072,15
5073,12
5074,40
5075,16
5076,15
5077,5
5078,17
5079,15
5080,15
5081,18
5082,131
5083,23
5084,42
5085,4
5086,16
5087,12
5088,10
5089,81
5090,124
5091,14
5092,8
5093,44
5094,24
5095,43
5096,35
5097,10
5098,6
5099,35
5100,418
5101,8
5102,1386
5103,14
5104,6
5105,10
5106,29
5107,92
5108,17
5109,11
5110,12
5111,29
5112,7
5113,29
5114,7
5115,8
5116,5
5117,9
5118,13
5119,52
5120,7
5121,16
5122,51
5123,7
5124,21
5125,11
5126,3
5127,19
5128,18
5129,8
5130,6
5131,6
5132,22
5133,20
5134,19
5135,10
5136,4
5137,31
5138,13
5139,17
5140,30
5141,4
5142,13
5143,13
5144,6
5145,15
5146,37
5147,7
5148,5
5149,11
5150,4
5151,87
5152,3
5153,21
5154,6
5155,5
5156,114
5157,192
5158,8
5159,12
5160,27
5161,39
5162,17
5163,28
5164,18
5165,23
5166,9
5167,28
5168,9
5169,4
5170,6
5171,12
5172,13
5173,41
5174,34
5175,23
5176,8
5177,23
5178,5
5179,81
5180,19
5181,11
5182,7
5183,10
5184,17
5185,18
5186,18
5187,8
5188,22
5189,8
5190,9
5191,22
5192,13
5193,7
5194,60
5195,11
5196,6
5197,46
5198,33
5199,14
5200,5
5201,11
5202,8
5203,6
5204,11
5205,19
5206,10
5207,26
5208,15
5209,19
5210,43
5211,611
5212,18
5213,10
5214,69
5215,8
5216,5
5217,19
5218,11
5219,11
5220,22
5221,32
5222,14
5223,11
5224,57
5225,51
5226,13
5227,7
5228,27
5229,15
5230,79
5231,9
5232,4
5233,9
5234,6
5235,13
5236,8
5237,11
5238,4
5239,63
5240,39
5241,25
5242,24
5243,18
5244,24
5245,36
5246,8
5247,10
5248,21
5249,13
5250,10
5251,21
5252,5
5253,45
5254,14
5255,4
5256,6
5257,22
5258,14
5259,9
5260,23
5261,29
5262,11
5263,11
5264,6
5265,35
5266,15
5267,5
5268,16
5269,19
5270,6
5271,16
5272,12
5273,458
5274,15
5275,36
5276,4
5277,22
5278,62
5279,4
5280,23
5281,6
5282,6
5283,12
5284,14
5285,13
5286,4
5287,21
5288,7
5289,7
5290,12
5291,18
5292,55
5293,8
5294,11
5295,24
5296,8
5297,12
5298,6
5299,146
5300,21
5301,16
5302,35
5303,16
5304,7
5305,12
5306,6
5307,6
5308,606
5309,12
5310,9
5311,21
5312,36
5313,8
5314,11
5315,52
5316,21
5317,14
5318,57
5319,8
5320,10
5321,6
5322,112
5323,28
5324,53
5325,15
5326,24
5327,15
5328,53
5329,65
5330,49
5331,25
5332,11
5333,16
5334,16
5335,20
5336,25
5337,4
5338,5
5339,8
5340,3
5341,12
5342,29
5343,21
5344,247
5345,8
5346,13
5347,142
5348,10
5349,8
5350,14
5351,8
5352,13
5353,12
5354,7
5355,64
5356,11685
5357,24
5358,8
5359,20
5360,15
5361,4
5362,10
5363,11
5364,10
5365,29
5366,41
5367,8
5368,15
5369,14
5370,37
5371,94
5372,8
5373,3109
5374,10
5375,14
5376,9
5377,10
5378,4
5379,3
5380,6
5381,22
5382,11
5383,7
5384,3
5385,5
5386,23
5387,27
5388,11
5389,16
5390,6
5391,17
5392,57
5393,100
5394,10
5395,7
5396,18
5397,17
5398,29
5399,27
5400,6
5401,33
5402,3
5403,11
5404,46
5405,19
5406,5
5407,12
5408,10
5409,5
5410,13
5411,22
5412,21
5413,4
5414,41
5415,7
5416,70
5417,8
5418,9
5419,4
5420,68
5421,6
5422,7
5423,18
5424,53
5425,8
5426,5
5427,17
5428,33
5429,11
5430,13
5431,10
5432,8
5433,130
5434,6
5435,19
5436,7
5437,16
5438,11
5439,7
5440,8
5441,19
5442,34
5443,9
5444,14
5445,14
5446,38
5447,12
5448,12
5449,23
5450,8
5451,217
5452,22
5453,6
5454,14
5455,19
5456,37
5457,3
5458,6
5459,32
5460,23
5461,15
5462,23
5463,60
5464,7
5465,21
5466,9
5467,9
5468,7
5469,5
5470,8
5471,53
5472,17
5473,22
5474,6
5475,6
5476,21
5477,13
5478,26
5479,6
5480,14
5481,26
5482,92
5483,16
5484,13
5485,5
5486,7
5487,6
5488,321
5489,6
5490,31
5491,13
5492,21
5493,47
5494,13
5495,16
5496,13
5497,30
5498,16
5499,36
5500,34
5501,5
5502,12
5503,7
5504,3
5505,11
5506,18
5507,17
5508,14
5509,9
5510,14
5511,42
5512,35
5513,6
5514,4
5515,15
5516,11
5517,10
5518,29
5519,30
5520,13
5521,8
5522,9
5523,250
5524,8
5525,60
5526,12
5527,8
5528,11
5529,23
5530,7
5531,4
5532,25
5533,36
5534,13
5535,10
5536,80
5537,4
5538,76
5539,5
5540,50
5541,15
5542,12
5543,64
5544,80
5545,11
5546,21
5547,4
5548,14
5549,5
5550,15
5551,5
5552,14
5553,25
5554,24
5555,25
5556,8
5557,7
5558,7
5559,19
5560,3
5561,5
5562,4
5563,10
5564,15
5565,22
5566,168
5567,91
5568,3
5569,9
5570,7
5571,55
5572,8
5573,23
5574,6
5575,5
5576,599
5577,107
5578,18
5579,13
5580,8
5581,5
5582,3
5583,21
5584,12
5585,7
5586,84
5587,9
5588,170
5589,3
5590,3
5591,22
5592,20
5593,16
5594,35
5595,13
5596,8
5597,7
5598,9
5599,4
5600,16
5601,24
5602,4
5603,6
5604,18
5605,13
5606,13
5607,11
5608,88
5609,25
5610,8
5611,8
5612,11
5613,8
5614,7
5615,35
5616,10
5617,35
5618,6
5619,57
5620,9
5621,7
5622,4
5623,5
5624,9
5625,20
5626,16
5627,29
5628,27
5629,46
5630,10
5631,13
5632,7
5633,5
5634,33
5635,7
5636,24
5637,30
5638,11
5639,10
5640,12
5641,9
5642,24
5643,8
5644,324
5645,10
5646,7
5647,19
5648,21
5649,23
5650,9
5651,7
5652,5
5653,23
5654,4
5655,25
5656,32
5657,17
5658,24
5659,38
5660,14
5661,6
5662,4
5663,4
5664,101
5665,12
5666,24
5667,11
5668,5
5669,28
5670,17
5671,67
5672,6
5673,3
5674,51
5675,11
5676,9
5677,13
5678,10
5679,43
5680,1354
5681,278
5682,933
5683,30
5684,9
5685,28
5686,18
5687,9
5688,18
5689,13
5690,38
5691,42
5692,3
5693,12
5694,23
5695,17
5696,24
5697,5
5698,14
5699,24
5700,18
5701,3
5702,10
5703,12
5704,7
5705,24
5706,6
5707,11
5708,10
5709,6
5710,8
5711,13
5712,25
5713,53
5714,18
5715,10
5716,5
5717,7
5718,6
5719,12
5720,3
5721,21
5722,8
5723,23
5724,8
5725,8
5726,10
5727,11
5728,8
5729,88
5730,36
5731,46
5732,11
5733,7
5734,62
5735,4
5736,5
5737,8
5738,8
5739,6
5740,7
5741,21
5742,5
5743,9
5744,30
5745,54
5746,24
5747,6
5748,12
5749,4
5750,11
5751,8
5752,13
5753,10
5754,5
5755,14
5756,7
5757,35
5758,25
5759,12
5760,20
5761,15
5762,29
5763,102
5764,21
5765,28
5766,6
5767,4
5768,21
5769,8
5770,10
5771,86
5772,5
5773,4
5774,15
5775,21
5776,11
5777,17
5778,32
5779,18
5780,25
5781,8
5782,18
5783,7
5784,44
5785,9
5786,11
5787,8
5788,19
5789,6
