,Degree,Clustering_coefficient,Mean_degree_NN
0,0,0.0,0.0
1,13,0.2948717948717949,60.15384615384615
2,6,0.4,18.166666666666668
3,64,0.36259920634920634,98.3125
4,6,0.6,44.166666666666664
5,42,0.2229965156794425,42.023809523809526
6,3,0.3333333333333333,51.666666666666664
7,2,0.0,3.5
8,1,0.0,1.0
9,6,0.5333333333333333,13.166666666666666
10,18,0.43137254901960786,79.72222222222223
11,5,0.4,16.8
12,64,0.5178571428571429,233.40625
13,93,0.3536699392239364,267.39784946236557
14,0,0.0,0.0
15,32,0.2701612903225806,49.03125
16,19,0.4619883040935672,120.42105263157895
17,6,0.7333333333333333,22.666666666666668
18,9,0.7222222222222222,83.22222222222223
19,1,0.0,91.0
20,9,0.3333333333333333,256.1111111111111
21,2,0.0,27.0
22,68,0.3388937664618086,39.705882352941174
23,2,1.0,39.0
24,8,0.14285714285714285,10.125
25,48,0.2703900709219858,163.58333333333334
26,5,0.1,19.8
27,54,0.5150244584206848,59.074074074074076
28,148,0.10250045964331679,117.72972972972973
29,9,0.5277777777777778,25.22222222222222
30,14,0.6703296703296703,63.357142857142854
31,62,0.26652564780539395,152.79032258064515
32,1,0.0,62.0
33,10,0.3333333333333333,79.3
34,21,0.1619047619047619,29.952380952380953
35,21,0.48095238095238096,351.76190476190476
36,18,0.12418300653594772,53.27777777777778
37,1,0.0,57.0
38,26,0.4676923076923077,175.84615384615384
39,11,0.18181818181818182,49.63636363636363
40,40,0.16282051282051282,41.725
41,10,0.2222222222222222,23.5
42,3,0.3333333333333333,108.66666666666667
43,38,0.18349928876244664,41.21052631578947
44,6,0.13333333333333333,24.666666666666668
45,2,1.0,21.5
46,8,0.03571428571428571,20.875
47,31,0.3225806451612903,154.19354838709677
48,36,0.2015873015873016,91.55555555555556
49,3,1.0,22.0
50,8,0.5714285714285714,13.5
51,7,0.19047619047619047,32.57142857142857
52,5,0.1,293.6
53,2,0.0,9.5
54,39,0.33873144399460187,226.0
55,106,0.13081761006289308,68.63207547169812
56,39,0.38866396761133604,77.12820512820512
57,16,0.2916666666666667,66.0625
58,3,1.0,18.0
59,17,0.36764705882352944,16.941176470588236
60,13,0.20512820512820512,43.61538461538461
61,11,0.36363636363636365,68.72727272727273
62,24,0.15942028985507245,39.958333333333336
63,13,0.2564102564102564,69.46153846153847
64,1,0.0,6.0
65,54,0.15373864430468204,97.48148148148148
66,12,0.16666666666666666,135.75
67,89,0.20658835546475995,137.4943820224719
68,34,0.25133689839572193,44.14705882352941
69,19,0.3216374269005848,55.63157894736842
70,61,0.27377049180327867,143.9672131147541
71,55,0.17104377104377105,55.981818181818184
72,21,0.3380952380952381,113.0
73,5,0.2,6.6
74,15,0.3238095238095238,32.93333333333333
75,46,0.21256038647342995,96.52173913043478
76,11,0.16363636363636364,54.09090909090909
77,39,0.14709851551956815,123.66666666666667
78,5,0.4,19.4
79,26,0.9261538461538461,74.23076923076923
80,111,0.32727272727272727,134.23423423423424
81,7,0.6190476190476191,61.142857142857146
82,43,0.2248062015503876,87.48837209302326
83,28,0.31216931216931215,27.928571428571427
84,1,0.0,2.0
85,94,0.26744452070464425,83.98936170212765
86,0,0.0,0.0
87,207,0.2013507809202195,129.68115942028984
88,2,0.0,5.0
89,7,0.42857142857142855,46.714285714285715
90,99,0.20841063698206555,93.23232323232324
91,28,0.4021164021164021,32.07142857142857
92,5,0.4,36.8
93,4,0.3333333333333333,13.25
94,18,0.5816993464052288,29.88888888888889
95,12,0.5454545454545454,150.66666666666666
96,89,0.09780388151174668,133.19101123595505
97,62,0.40401903754627183,55.53225806451613
98,28,0.37566137566137564,41.107142857142854
99,27,0.6153846153846154,194.07407407407408
100,16,0.75,210.9375
101,13,0.5897435897435898,19.692307692307693
102,66,0.4027972027972028,86.5
103,156,0.10934656741108353,135.28846153846155
104,14,0.37362637362637363,59.42857142857143
105,10,0.15555555555555556,17.8
106,53,0.19811320754716982,97.43396226415095
107,63,0.30721966205837176,63.682539682539684
108,33,0.35795454545454547,97.06060606060606
109,24,0.1956521739130435,15.833333333333334
110,80,0.20221518987341772,52.2625
111,74,0.2676786375416512,93.05405405405405
112,14,0.3076923076923077,63.142857142857146
113,2,0.0,314.5
114,21,0.35714285714285715,58.333333333333336
115,9,0.25,67.77777777777777
116,88,0.30407523510971785,64.38636363636364
117,18,0.3464052287581699,54.5
118,1,0.0,23.0
119,26,0.28307692307692306,56.69230769230769
120,99,0.3615749330035044,135.32323232323233
121,4,0.0,39.25
122,22,0.5151515151515151,177.6818181818182
123,121,0.4206611570247934,83.47933884297521
124,11,0.4727272727272727,24.272727272727273
125,10,0.2,13.8
126,7,0.3333333333333333,55.142857142857146
127,214,0.11741476898775832,83.59813084112149
128,4,0.16666666666666666,7.5
129,3,0.0,70.66666666666667
130,6,0.6,50.666666666666664
131,45,0.16565656565656567,42.86666666666667
132,6,0.3333333333333333,41.166666666666664
133,2,1.0,9.0
134,5,0.1,15.4
135,1,0.0,23.0
136,8,0.5,64.75
137,21,0.47619047619047616,28.428571428571427
138,9,0.16666666666666666,24.22222222222222
139,0,0.0,0.0
140,6,0.26666666666666666,82.66666666666667
141,79,0.29276209023044464,129.26582278481013
142,40,0.07051282051282051,55.6
143,35,0.4504201680672269,192.05714285714285
144,28,0.32275132275132273,93.64285714285714
145,118,0.27741561639866724,131.1864406779661
146,29,0.4433497536945813,33.48275862068966
147,32,0.5282258064516129,48.4375
148,82,0.35471243601324903,244.58536585365854
149,2,1.0,75.5
150,42,0.43902439024390244,44.61904761904762
151,51,0.323921568627451,76.31372549019608
152,14,0.3516483516483517,32.57142857142857
153,21,0.2904761904761905,19.904761904761905
154,81,0.687962962962963,120.4320987654321
155,57,0.41791979949874686,165.56140350877192
156,105,0.18076923076923077,162.0
157,16,0.23333333333333334,54.5
158,10,0.17777777777777778,23.4
159,19,0.5380116959064327,47.10526315789474
160,7,0.38095238095238093,35.714285714285715
161,1,0.0,5.0
162,112,0.5088481338481339,81.66964285714286
163,6,0.13333333333333333,46.5
164,213,0.2435556736646293,132.0281690140845
165,4,0.0,28.0
166,27,0.17663817663817663,62.74074074074074
167,4,0.3333333333333333,4.5
168,8,0.35714285714285715,28.75
169,24,0.4311594202898551,70.70833333333333
170,2,1.0,4.0
171,4,0.16666666666666666,16.5
172,10,0.37777777777777777,109.6
173,43,0.12403100775193798,74.5813953488372
174,14,0.8241758241758241,33.857142857142854
175,6,1.0,47.833333333333336
176,1,0.0,1.0
177,3,1.0,50.333333333333336
178,14,0.4835164835164835,21.785714285714285
179,5,0.3,301.0
180,8,0.14285714285714285,18.375
181,13,0.2692307692307692,160.76923076923077
182,18,0.8104575163398693,32.5
183,5,0.1,20.0
184,3,1.0,82.0
185,9,0.3611111111111111,41.111111111111114
186,232,0.09751455441110614,118.67241379310344
187,56,0.3246753246753247,104.14285714285714
188,1,0.0,8.0
189,9,0.25,61.111111111111114
190,5,0.4,76.6
191,6,0.4666666666666667,11.5
192,4,1.0,43.0
193,2,1.0,506.5
194,8,0.17857142857142858,47.0
195,63,0.5345622119815668,92.61904761904762
196,11,0.38181818181818183,73.45454545454545
197,85,0.28627450980392155,159.18823529411765
198,34,0.39750445632798576,164.05882352941177
199,2,0.0,6.0
200,23,0.5138339920948617,27.82608695652174
201,12,0.8484848484848485,76.58333333333333
202,15,0.38095238095238093,23.933333333333334
203,27,0.2678062678062678,139.5185185185185
204,24,0.2463768115942029,60.958333333333336
205,5,0.2,54.0
206,10,0.35555555555555557,30.3
207,7,0.7142857142857143,101.14285714285714
