,Degree,Clustering_coefficient,Mean_degree_NN
0,0,0.0,0.0
1,13,0.01282051282051282,92.61538461538461
2,6,0.06666666666666667,96.0
3,64,0.009424603174603174,81.1875
4,6,0.0,86.5
5,42,0.019744483159117306,127.16666666666667
6,3,0.0,141.0
7,2,0.0,111.5
8,1,0.0,67.0
9,6,0.06666666666666667,105.83333333333333
10,18,0.006535947712418301,105.27777777777777
11,5,0.0,56.8
12,64,0.01636904761904762,112.71875
13,93,0.017064048620850866,130.13978494623655
14,0,0.0,0.0
15,32,0.016129032258064516,95.09375
16,19,0.0,94.89473684210526
17,6,0.0,109.83333333333333
18,9,0.0,86.33333333333333
19,1,0.0,146.0
20,9,0.0,124.0
21,2,0.0,21.5
22,68,0.00877963125548727,75.01470588235294
23,2,0.0,51.5
24,8,0.0,145.125
25,48,0.018617021276595744,135.79166666666666
26,5,0.0,48.2
27,54,0.014675052410901468,96.38888888888889
28,148,0.012961941533370104,101.18243243243244
29,9,0.0,85.66666666666667
30,14,0.03296703296703297,135.07142857142858
31,62,0.010576414595452142,104.54838709677419
32,1,0.0,29.0
33,10,0.022222222222222223,122.4
34,21,0.009523809523809525,73.9047619047619
35,21,0.014285714285714285,110.9047619047619
36,18,0.006535947712418301,95.38888888888889
37,1,0.0,16.0
38,26,0.006153846153846154,72.92307692307692
39,11,0.0,75.54545454545455
40,40,0.010256410256410256,89.75
41,10,0.0,45.5
42,3,0.0,24.333333333333332
43,38,0.011379800853485065,98.0
44,6,0.0,63.333333333333336
45,2,0.0,62.5
46,8,0.0,90.0
47,31,0.023655913978494623,114.16129032258064
48,36,0.0031746031746031746,70.97222222222223
49,3,0.0,22.0
50,8,0.0,167.125
51,7,0.0,90.28571428571429
52,5,0.0,44.2
53,2,0.0,162.0
54,39,0.005398110661268556,109.8974358974359
55,106,0.011859838274932614,93.10377358490567
56,39,0.008097165991902834,90.02564102564102
57,16,0.008333333333333333,126.0
58,3,0.0,46.333333333333336
59,17,0.04411764705882353,166.05882352941177
60,13,0.01282051282051282,69.53846153846153
61,11,0.0,74.36363636363636
62,24,0.0036231884057971015,98.33333333333333
63,13,0.01282051282051282,91.15384615384616
64,1,0.0,140.0
65,54,0.018867924528301886,141.46296296296296
66,12,0.0,73.91666666666667
67,89,0.024514811031664963,145.23595505617976
68,34,0.0106951871657754,82.52941176470588
69,19,0.017543859649122806,78.21052631578948
70,61,0.020765027322404372,119.85245901639344
71,55,0.01616161616161616,107.96363636363637
72,21,0.009523809523809525,123.71428571428571
73,5,0.0,87.0
74,15,0.0,68.26666666666667
75,46,0.01352657004830918,89.97826086956522
76,11,0.03636363636363636,102.18181818181819
77,39,0.001349527665317139,53.41025641025641
78,5,0.1,63.8
79,26,0.021538461538461538,95.65384615384616
80,111,0.01294021294021294,91.47747747747748
81,7,0.0,77.28571428571429
82,43,0.014396456256921373,91.67441860465117
83,28,0.010582010582010581,87.64285714285714
84,1,0.0,43.0
85,94,0.018073667353008464,110.45744680851064
86,0,0.0,0.0
87,207,0.015477698044181793,103.53140096618357
88,2,0.0,255.5
89,7,0.0,138.85714285714286
90,99,0.018140589569160998,113.07070707070707
91,28,0.005291005291005291,106.96428571428571
92,5,0.0,100.2
93,4,0.16666666666666666,123.75
94,18,0.013071895424836602,104.72222222222223
95,12,0.015151515151515152,65.25
96,89,0.014555669050051073,111.74157303370787
97,62,0.008461131676361713,85.79032258064517
98,28,0.021164021164021163,117.57142857142857
99,27,0.017094017094017096,118.03703703703704
100,16,0.03333333333333333,143.125
101,13,0.0,65.92307692307692
102,66,0.008391608391608392,90.22727272727273
103,156,0.012241521918941274,93.21794871794872
104,14,0.01098901098901099,145.28571428571428
105,10,0.0,44.5
106,53,0.015239477503628448,127.52830188679245
107,63,0.010240655401945725,102.14285714285714
108,33,0.011363636363636364,98.81818181818181
109,24,0.025362318840579712,151.5
110,80,0.014240506329113924,108.1625
111,74,0.00777489818585709,80.43243243243244
112,14,0.01098901098901099,141.28571428571428
113,2,0.0,82.0
114,21,0.02857142857142857,89.95238095238095
115,9,0.027777777777777776,43.333333333333336
116,88,0.01018808777429467,90.55681818181819
117,18,0.006535947712418301,76.33333333333333
118,1,0.0,19.0
119,26,0.012307692307692308,97.76923076923077
120,99,0.015873015873015872,99.4949494949495
121,4,0.0,381.25
122,22,0.021645021645021644,108.81818181818181
123,121,0.009366391184573003,84.53719008264463
124,11,0.0,109.54545454545455
125,10,0.022222222222222223,78.1
126,7,0.047619047619047616,220.85714285714286
127,214,0.015093677328770129,110.83177570093459
128,4,0.0,40.75
129,3,0.0,98.66666666666667
130,6,0.0,84.16666666666667
131,45,0.007070707070707071,77.35555555555555
132,6,0.0,56.166666666666664
133,2,0.0,131.0
134,5,0.0,111.6
135,1,0.0,120.0
136,8,0.0,65.75
137,21,0.009523809523809525,62.333333333333336
138,9,0.0,106.77777777777777
139,0,0.0,0.0
140,6,0.0,49.0
141,79,0.012333657903278157,99.53164556962025
142,40,0.016666666666666666,122.625
143,35,0.0067226890756302525,90.85714285714286
144,28,0.005291005291005291,58.892857142857146
145,118,0.01086484137331595,88.61016949152543
146,29,0.0024630541871921183,72.03448275862068
147,32,0.008064516129032258,109.375
148,82,0.015055706112616682,99.91463414634147
149,2,0.0,77.5
150,42,0.010452961672473868,96.47619047619048
151,51,0.00784313725490196,71.07843137254902
152,14,0.01098901098901099,55.142857142857146
153,21,0.009523809523809525,55.80952380952381
154,81,0.018827160493827162,104.91358024691358
155,57,0.02882205513784461,131.59649122807016
156,105,0.011538461538461539,104.84761904761905
157,16,0.008333333333333333,86.875
158,10,0.06666666666666667,241.2
159,19,0.029239766081871343,88.84210526315789
160,7,0.0,89.28571428571429
161,1,0.0,55.0
162,112,0.015765765765765764,107.58035714285714
163,6,0.0,138.5
164,213,0.013995925236956329,104.47887323943662
165,4,0.0,43.5
166,27,0.014245014245014245,89.0
167,4,0.0,24.5
168,8,0.0,101.625
169,24,0.0036231884057971015,69.75
170,2,0.0,139.5
171,4,0.0,48.5
172,10,0.0,57.7
173,43,0.01107419712070875,101.32558139534883
174,14,0.0,74.35714285714286
175,6,0.0,68.16666666666667
176,1,0.0,24.0
177,3,0.0,22.333333333333332
178,14,0.02197802197802198,73.35714285714286
179,5,0.0,58.2
180,8,0.03571428571428571,82.0
181,13,0.0,167.30769230769232
182,18,0.013071895424836602,86.27777777777777
183,5,0.0,76.2
184,3,0.0,285.0
185,9,0.0,135.22222222222223
186,232,0.01336020301537543,103.34482758620689
187,56,0.01753246753246753,112.375
188,1,0.0,13.0
189,9,0.0,68.22222222222223
190,5,0.0,80.8
191,6,0.0,69.5
192,4,0.0,67.0
193,2,0.0,17.5
194,8,0.03571428571428571,75.0
195,63,0.00972862263184844,97.33333333333333
196,11,0.0,55.18181818181818
197,85,0.011484593837535015,89.34117647058824
198,34,0.012477718360071301,110.91176470588235
199,2,0.0,27.5
200,23,0.015810276679841896,136.30434782608697
201,12,0.045454545454545456,142.0
202,15,0.009523809523809525,88.6
203,27,0.011396011396011397,86.29629629629629
204,24,0.0036231884057971015,72.25
205,5,0.0,36.2
206,10,0.0,47.0
207,7,0.0,243.42857142857142
208,38,0.008534850640113799,87.73684210526316
209,12,0.030303030303030304,78.08333333333333
210,5,0.0,54.2
211,8,0.0,76.25
212,2,0.0,72.5
213,19,0.011695906432748537,59.31578947368421
214,45,0.01616161616161616,100.53333333333333
215,2,0.0,28.0
216,27,0.005698005698005698,96.29629629629629
217,149,0.01569018683112643,106.6241610738255
218,74,0.0074046649389115145,89.82432432432432
219,22,0.008658008658008658,62.13636363636363
220,103,0.009137635636778984,85.0873786407767
221,226,0.012822025565388397,97.929203539823
222,88,0.009665621734587251,93.67045454545455
223,62,0.01850872554204125,118.66129032258064
224,55,0.00808080808080808,87.03636363636363
225,41,0.00975609756097561,85.0
226,16,0.016666666666666666,96.75
227,71,0.011267605633802818,90.43661971830986
228,1,0.0,59.0
229,48,0.0070921985815602835,84.60416666666667
230,34,0.0053475935828877,54.88235294117647
231,7,0.0,104.57142857142857
232,9,0.027777777777777776,63.55555555555556
233,164,0.012718838844830166,99.7439024390244
234,49,0.008503401360544218,114.51020408163265
235,30,0.011494252873563218,77.83333333333333
236,6,0.0,294.5
237,11,0.0,122.63636363636364
238,32,0.008064516129032258,83.625
239,8,0.0,71.5
240,62,0.022739291380222106,117.06451612903226
241,77,0.01469583048530417,106.6103896103896
242,2,0.0,53.0
243,61,0.026775956284153007,148.68852459016392
244,23,0.007905138339920948,84.82608695652173
245,7,0.0,37.42857142857143
246,34,0.016042780748663103,84.29411764705883
247,125,0.0070967741935483875,73.496
248,20,0.010526315789473684,88.4
249,0,0.0,0.0
250,7,0.0,100.14285714285714
251,42,0.009291521486643438,99.5
252,0,0.0,0.0
253,67,0.01990049751243781,116.02985074626865
254,7,0.0,29.428571428571427
255,6,0.0,118.16666666666667
256,6,0.0,45.666666666666664
257,34,0.0196078431372549,115.61764705882354
258,3,0.0,39.666666666666664
259,20,0.015789473684210527,84.45
260,140,0.009969167523124357,87.45
261,12,0.0,65.66666666666667
262,9,0.0,58.666666666666664
263,6,0.0,50.833333333333336
264,12,0.015151515151515152,46.916666666666664
265,3,0.0,19.0
266,38,0.01991465149359886,135.39473684210526
267,30,0.027586206896551724,163.36666666666667
268,1,0.0,1134.0
269,143,0.019600118191667487,118.01398601398601
270,1,0.0,14.0
271,13,0.0,82.23076923076923
272,106,0.01096136567834681,99.5
273,120,0.013725490196078431,110.875
274,215,0.01078026515974788,92.26046511627906
275,5,0.0,113.2
