,Degree,Clustering_coefficient,Eigenvector_centrality,Mean_degree_NN
0,72,0.23161189358372458,9.018176561254094e-05,120.66666666666667
1,3,0.3333333333333333,8.606239336674915e-09,12.0
2,20,0.5473684210526316,0.00032990998949600236,259.95
3,167,0.6525503210446577,0.005848538618728601,438.58682634730536
4,24,0.19202898550724637,8.322543241712502e-07,95.625
5,13,0.41025641025641024,3.883813094133637e-07,80.07692307692308
6,103,0.24347991623834,0.0015936507232411042,294.93203883495147
7,0,0.0,7.516964455503276e-27,0.0
8,269,0.3644509793042224,0.008864715541470196,457.6171003717472
9,33,0.42045454545454547,0.00024899466906160055,160.3030303030303
10,32,0.40524193548387094,7.833827965261931e-05,83.875
11,7,0.2857142857142857,2.4476405339283667e-05,94.14285714285714
12,159,0.30531008677653054,0.000576799353625304,186.21383647798743
13,443,0.39810833171608634,0.01989966401730335,545.3792325056434
14,0,0.0,7.516964455503276e-27,0.0
15,0,0.0,7.516964455503276e-27,0.0
16,84,0.3333333333333333,2.1965872738351155e-05,96.20238095238095
17,20,0.2631578947368421,1.4565529156415858e-07,39.8
18,6,0.06666666666666667,2.1400984160682463e-08,30.166666666666668
19,0,0.0,7.516964455503276e-27,0.0
20,0,0.0,7.516964455503276e-27,0.0
21,106,0.5895777178796047,0.0007018008483921147,274.79245283018867
22,11,0.18181818181818182,9.935947909791876e-06,39.81818181818182
23,0,0.0,7.516964455503276e-27,0.0
24,2,0.0,7.80874577741201e-08,24.5
25,0,0.0,7.516964455503276e-27,0.0
26,259,0.3787375415282392,0.009356334592466799,474.1621621621622
27,101,0.20475247524752474,9.545885827164165e-07,92.21782178217822
28,10,0.4,2.7533215294024666e-08,49.3
29,0,0.0,7.516964455503276e-27,0.0
30,169,0.24732318963088193,3.7290758306783262e-06,136.20710059171597
31,670,0.34187359168284137,0.029904447859053336,559.755223880597
32,5,0.5,1.2438977134063108e-06,82.6
33,14,0.18681318681318682,1.0690271152022542e-05,86.85714285714286
34,13,0.23076923076923078,3.4416136214473573e-09,29.923076923076923
35,761,0.32997786845563315,0.033065655809597756,560.7069645203679
36,30,0.335632183908046,7.787909256737532e-07,62.53333333333333
37,66,0.37715617715617716,0.001677735717026374,369.8787878787879
38,6,0.4,3.208652240729152e-05,124.83333333333333
39,5,0.3,3.977066146870238e-08,18.4
40,1,0.0,8.540441494608445e-14,2.0
41,2,0.0,1.901106413224371e-09,18.5
42,5,0.6,0.0002024970720737746,519.8
43,20,0.11578947368421053,3.4656671500692604e-05,88.55
